tweet_id,retweet_count,favor_count,expanded_url
860563773140209665,2176,7516,https://twitter.com/dog_rates/status/860563773140209665/photo/1
860524505164394496,5326,23621,https://twitter.com/dog_rates/status/860524505164394496/photo/1
860276583193509888,3504,18308,https://twitter.com/dog_rates/status/860276583193509888/photo/1
860184849394610176,5906,16689,https://twitter.com/dog_rates/status/860184849394610176/photo/1
860177593139703809,31151,0,
859924526012018688,4122,19567,https://twitter.com/dog_rates/status/859924526012018688/photo/1
859851578198683649,3544,15427,https://twitter.com/dog_rates/status/859851578198683649/photo/1
859607811541651456,1591,18622,https://twitter.com/dog_rates/status/859607811541651456/photo/1
859196978902773760,30523,90115,https://twitter.com/dog_rates/status/859196978902773760/video/1
859074603037188101,13769,33968,https://twitter.com/dog_rates/status/859074603037188101/photo/1
858860390427611136,8248,0,
858843525470990336,3524,15595,https://twitter.com/dog_rates/status/858843525470990336/photo/1
858471635011153920,4903,21584,https://twitter.com/dog_rates/status/858471635011153920/photo/1
858107933456039936,2941,15784,https://twitter.com/dog_rates/status/858107933456039936/photo/1
857989990357356544,2621,16208,https://twitter.com/dog_rates/status/857989990357356544/photo/1
857746408056729600,10805,34442,https://twitter.com/dog_rates/status/857746408056729600/photo/1
857393404942143489,1669,5936,https://twitter.com/dog_rates/status/857393404942143489/photo/1
857263160327368704,4589,20126,https://twitter.com/dog_rates/status/857263160327368704/photo/1
857029823797047296,4079,19049,https://twitter.com/dog_rates/status/857029823797047296/photo/1
856602993587888130,10896,0,
856543823941562368,2933,16381,https://twitter.com/dog_rates/status/856543823941562368/photo/1
856526610513747968,1922,11937,https://twitter.com/dog_rates/status/856526610513747968/photo/1
856282028240666624,6457,27972,https://twitter.com/dog_rates/status/856282028240666624/photo/1
855857698524602368,2157,11963,
855851453814013952,18142,45943,https://twitter.com/dog_rates/status/855851453814013952/photo/1
855818117272018944,5567,26890,
855459453768019968,8402,30237,https://twitter.com/dog_rates/status/855459453768019968/photo/1
855245323840757760,6130,0,
854732716440526848,6264,23122,https://twitter.com/dog_rates/status/854732716440526848/photo/1
854482394044301312,7063,29697,https://twitter.com/dog_rates/status/854482394044301312/photo/1
854365224396361728,4825,19154,https://twitter.com/dog_rates/status/854365224396361728/photo/1
854120357044912130,7702,32452,https://twitter.com/dog_rates/status/854120357044912130/photo/1
854010172552949760,3242,16448,https://twitter.com/dog_rates/status/854010172552949760/photo/1
853760880890318849,5966,29045,https://twitter.com/dog_rates/status/853760880890318849/photo/1
853639147608842240,10463,35410,https://twitter.com/dog_rates/status/853639147608842240/photo/1
853299958564483072,3685,15799,https://twitter.com/dog_rates/status/853299958564483072/photo/1
852936405516943360,2072,0,
852912242202992640,1899,9226,https://twitter.com/dog_rates/status/852912242202992640/photo/1
852672615818899456,2234,15203,https://twitter.com/dog_rates/status/852672615818899456/photo/1
852553447878664193,3636,16678,https://twitter.com/dog_rates/status/852553447878664193/photo/1
852311364735569921,10236,33770,https://twitter.com/dog_rates/status/852311364735569921/photo/1
852226086759018497,7039,20408,https://twitter.com/dog_rates/status/852226086759018497/video/1
852189679701164033,1644,11695,https://twitter.com/dog_rates/status/852189679701164033/photo/1
851953902622658560,9977,0,https://twitter.com/dog_rates/status/829374341691346946/photo/1
851591660324737024,3598,16554,https://twitter.com/dog_rates/status/851591660324737024/photo/1
851464819735769094,7360,24813,https://twitter.com/dog_rates/status/851464819735769094/photo/1
851224888060895234,5940,21157,https://twitter.com/dog_rates/status/851224888060895234/photo/1
850753642995093505,9646,31710,https://twitter.com/dog_rates/status/850753642995093505/photo/1
850380195714523136,2725,13379,https://twitter.com/dog_rates/status/850380195714523136/video/1
850145622816686080,3980,16740,https://twitter.com/dog_rates/status/850145622816686080/photo/1
850019790995546112,5096,20972,https://twitter.com/dog_rates/status/850019790995546112/photo/1
849776966551130114,7921,31234,https://twitter.com/dog_rates/status/849776966551130114/photo/1
849668094696017920,5163,0,
849412302885593088,3275,16296,https://twitter.com/dog_rates/status/849412302885593088/photo/1
849336543269576704,1968,11720,https://twitter.com/dog_rates/status/849336543269576704/photo/1
849051919805034497,8884,43584,https://twitter.com/dog_rates/status/849051919805034497/photo/1
848690551926992896,4512,25896,https://twitter.com/dog_rates/status/848690551926992896/photo/1
848324959059550208,4803,25459,https://twitter.com/dog_rates/status/848324959059550208/photo/1
848213670039564288,778,8407,
848212111729840128,3208,16784,https://twitter.com/dog_rates/status/848212111729840128/photo/1
847978865427394560,3406,0,
847962785489326080,5332,24213,https://twitter.com/dog_rates/status/847962785489326080/photo/1
847842811428974592,1399,5626,https://twitter.com/dog_rates/status/847842811428974592/photo/1
847606175596138505,3561,19345,https://twitter.com/dog_rates/status/847606175596138505/photo/1
847251039262605312,4495,21079,https://twitter.com/dog_rates/status/847251039262605312/photo/1
847157206088847362,6142,20549,https://twitter.com/dog_rates/status/847157206088847362/photo/1
847116187444137987,3353,22054,https://twitter.com/dog_rates/status/847116187444137987/photo/1
846874817362120707,4115,20698,https://twitter.com/dog_rates/status/846874817362120707/photo/1
846514051647705089,12177,46016,https://twitter.com/dog_rates/status/846514051647705089/photo/1
846505985330044928,3228,14547,
846153765933735936,9528,32685,https://twitter.com/dog_rates/status/846153765933735936/photo/1
846139713627017216,10396,31892,
846042936437604353,3041,16512,https://twitter.com/dog_rates/status/846042936437604353/photo/1
845812042753855489,9173,30242,https://twitter.com/dog_rates/status/845812042753855489/photo/1
845677943972139009,5027,25955,https://twitter.com/dog_rates/status/845677943972139009/photo/1
845397057150107648,1897,7889,https://twitter.com/dog_rates/status/845397057150107648/photo/1
845306882940190720,5668,24105,https://twitter.com/dog_rates/status/845306882940190720/photo/1
845098359547420673,8051,0,
844979544864018432,2710,14082,https://twitter.com/dog_rates/status/844979544864018432/photo/1
844973813909606400,3382,15632,https://twitter.com/dog_rates/status/844973813909606400/photo/1
844704788403113984,10896,40046,https://twitter.com/dog_rates/status/844704788403113984/photo/1
844580511645339650,3307,17054,https://twitter.com/dog_rates/status/844580511645339650/photo/1
844223788422217728,2319,14112,https://twitter.com/dog_rates/status/844223788422217728/photo/1
843981021012017153,3088,15667,
843856843873095681,4883,22189,https://twitter.com/dog_rates/status/843856843873095681/photo/1
843604394117681152,2904,17486,https://twitter.com/dog_rates/status/843604394117681152/photo/1
843235543001513987,6379,22265,https://twitter.com/dog_rates/status/843235543001513987/photo/1
842846295480000512,3804,15767,https://twitter.com/dog_rates/status/842846295480000512/photo/1
842765311967449089,1347,6991,https://twitter.com/dog_rates/status/842765311967449089/photo/1
842535590457499648,3706,18745,https://twitter.com/dog_rates/status/842535590457499648/photo/1
842163532590374912,6130,25354,https://twitter.com/dog_rates/status/842163532590374912/photo/1
842115215311396866,3205,14527,https://twitter.com/dog_rates/status/842115215311396866/photo/1
841833993020538882,16186,0,https://twitter.com/dog_rates/status/817423860136083457/video/1
841680585030541313,8200,26608,https://twitter.com/dog_rates/status/841680585030541313/photo/1
841439858740625411,3894,13100,https://twitter.com/dog_rates/status/841439858740625411/photo/1
841320156043304961,5759,20532,
841314665196081154,4973,16432,https://twitter.com/dog_rates/status/841314665196081154/video/1
841077006473256960,5609,23755,https://twitter.com/dog_rates/status/841077006473256960/photo/1
840761248237133825,1858,0,
840728873075638272,17102,0,
840696689258311684,1039,12759,https://twitter.com/dog_rates/status/840696689258311684/photo/1
840632337062862849,1858,9316,https://twitter.com/dog_rates/status/840632337062862849/photo/1
840370681858686976,4815,17098,https://twitter.com/dog_rates/status/840370681858686976/photo/1
840268004936019968,6078,20031,https://twitter.com/dog_rates/status/840268004936019968/photo/1
839990271299457024,2430,13944,https://twitter.com/dog_rates/status/839990271299457024/photo/1
839549326359670784,8248,28611,https://twitter.com/dog_rates/status/839549326359670784/photo/1
839239871831150596,6938,28297,https://twitter.com/dog_rates/status/839239871831150596/photo/1
838952994649550848,4216,20400,
838921590096166913,2203,11632,https://twitter.com/dog_rates/status/838921590096166913/photo/1
838831947270979586,11728,0,
838561493054533637,1404,11363,https://twitter.com/dog_rates/status/838561493054533637/photo/1
838476387338051585,5102,23501,https://twitter.com/dog_rates/status/838476387338051585/photo/1
838201503651401729,10706,0,
838083903487373313,3354,18347,https://twitter.com/dog_rates/status/838083903487373313/photo/1
837820167694528512,8344,35601,https://twitter.com/dog_rates/status/837820167694528512/photo/1
837482249356513284,468,3998,https://twitter.com/dog_rates/status/837482249356513284/photo/1
837471256429613056,2426,13315,https://twitter.com/dog_rates/status/837471256429613056/photo/1
837366284874571778,5637,22056,https://twitter.com/dog_rates/status/837366284874571778/photo/1
837110210464448512,2542,16697,https://twitter.com/dog_rates/status/837110210464448512/photo/1
836989968035819520,2447,13249,https://twitter.com/dog_rates/status/836989968035819520/photo/1
836753516572119041,4906,20063,https://twitter.com/dog_rates/status/836753516572119041/photo/1
836677758902222849,2366,13152,https://twitter.com/dog_rates/status/836677758902222849/photo/1
836397794269200385,29445,0,
836380477523124226,3157,15374,https://twitter.com/dog_rates/status/836380477523124226/photo/1
836260088725786625,4562,22171,https://twitter.com/dog_rates/status/836260088725786625/photo/1
836001077879255040,4567,19930,https://twitter.com/dog_rates/status/836001077879255040/photo/1
835685285446955009,8682,0,
835574547218894849,3858,18579,https://twitter.com/dog_rates/status/835574547218894849/photo/1
835536468978302976,1815,0,
835309094223372289,22387,0,
835297930240217089,3199,17149,https://twitter.com/dog_rates/status/835297930240217089/photo/1
835264098648616962,1815,8071,https://twitter.com/dog_rates/status/835264098648616962/photo/1
835172783151792128,6118,27279,https://twitter.com/dog_rates/status/835172783151792128/photo/1
835152434251116546,3218,23442,https://twitter.com/dog_rates/status/835152434251116546/photo/1
834931633769889797,1758,11300,https://twitter.com/dog_rates/status/834931633769889797/photo/1
834786237630337024,5863,22136,https://twitter.com/dog_rates/status/834786237630337024/photo/1
834574053763584002,2697,14282,https://twitter.com/dog_rates/status/834574053763584002/photo/1
834477809192075265,11391,0,
834458053273591808,1788,10044,https://twitter.com/dog_rates/status/834458053273591808/photo/1
834209720923721728,5104,21529,https://twitter.com/dog_rates/status/834209720923721728/photo/1
834167344700198914,3886,16465,https://twitter.com/dog_rates/status/834167344700198914/photo/1
834089966724603904,2267,10495,
834086379323871233,2367,13650,https://twitter.com/dog_rates/status/834086379323871233/photo/1
833863086058651648,2565,14016,https://twitter.com/dog_rates/status/833863086058651648/photo/1
833826103416520705,3985,18803,https://twitter.com/dog_rates/status/833826103416520705/photo/1
833722901757046785,3422,21673,https://twitter.com/dog_rates/status/833722901757046785/photo/1
833479644947025920,2203,15520,https://twitter.com/dog_rates/status/833479644947025920/photo/1
833124694597443584,5163,21105,https://twitter.com/dog_rates/status/833124694597443584/photo/1
832998151111966721,2367,13899,https://twitter.com/dog_rates/status/832998151111966721/photo/1
832757312314028032,3870,17597,https://twitter.com/dog_rates/status/832757312314028032/photo/1
832682457690300417,3134,12413,
832645525019123713,555,3052,
832636094638288896,2976,16568,https://twitter.com/dog_rates/status/832636094638288896/photo/1
832397543355072512,2376,12486,https://twitter.com/dog_rates/status/832397543355072512/photo/1
832369877331693569,3406,17968,https://twitter.com/dog_rates/status/832369877331693569/photo/1
832273440279240704,2497,11833,https://twitter.com/dog_rates/status/832273440279240704/video/1
832215909146226688,6617,0,
832215726631055365,10030,0,https://twitter.com/dog_rates/status/793286476301799424/photo/1
832040443403784192,10384,0,https://twitter.com/dog_rates/status/769940425801170949/photo/1
832032802820481025,4964,18653,https://twitter.com/dog_rates/status/832032802820481025/photo/1
831939777352105988,6559,25102,https://twitter.com/dog_rates/status/831939777352105988/photo/1
831911600680497154,6981,28935,https://twitter.com/dog_rates/status/831911600680497154/photo/1
831670449226514432,1939,10946,https://twitter.com/dog_rates/status/831670449226514432/photo/1
831650051525054464,2072,7523,https://twitter.com/dog_rates/status/831650051525054464/photo/1
831552930092285952,2457,9413,https://twitter.com/dog_rates/status/831552930092285952/photo/1
831322785565769729,1639,9654,https://twitter.com/dog_rates/status/831322785565769729/photo/1
831315979191906304,1194,6846,https://twitter.com/dog_rates/status/831315979191906304/photo/1
831309418084069378,2620,12288,https://twitter.com/dog_rates/status/831309418084069378/photo/1
831262627380748289,2197,12472,https://twitter.com/dog_rates/status/831262627380748289/photo/1
830956169170665475,1599,8347,https://twitter.com/dog_rates/status/830956169170665475/video/1
830583320585068544,18005,70060,https://twitter.com/dog_rates/status/830583320585068544/photo/1
830173239259324417,6104,0,
830097400375152640,3209,10298,https://twitter.com/dog_rates/status/830097400375152640/photo/1
829878982036299777,5385,0,https://twitter.com/dog_rates/status/826958653328592898/photo/1
829861396166877184,2096,12816,https://twitter.com/dog_rates/status/829861396166877184/photo/1
829501995190984704,11391,33272,https://twitter.com/dog_rates/status/829501995190984704/photo/1
829449946868879360,2172,10964,https://twitter.com/dog_rates/status/829449946868879360/photo/1
829374341691346946,9977,36286,https://twitter.com/dog_rates/status/829374341691346946/photo/1
829141528400556032,7950,25679,https://twitter.com/dog_rates/status/829141528400556032/photo/1
829011960981237760,17416,55569,https://twitter.com/dog_rates/status/829011960981237760/photo/1
828801551087042563,3641,0,
828770345708580865,6292,26806,https://twitter.com/dog_rates/status/828770345708580865/photo/1
828708714936930305,12058,38399,https://twitter.com/dog_rates/status/828708714936930305/photo/1
828650029636317184,1447,9963,https://twitter.com/dog_rates/status/828650029636317184/photo/1
828409743546925057,1234,6612,https://twitter.com/dog_rates/status/828409743546925057/photo/1
828408677031882754,1382,8034,https://twitter.com/dog_rates/status/828408677031882754/photo/1
828381636999917570,2392,13250,https://twitter.com/dog_rates/status/828381636999917570/photo/1
828376505180889089,1145,7737,https://twitter.com/dog_rates/status/828376505180889089/photo/1
828372645993398273,3169,13167,https://twitter.com/dog_rates/status/828372645993398273/photo/1
828361771580813312,182,2301,
828046555563323392,3076,12341,https://twitter.com/dog_rates/status/828046555563323392/photo/1
828011680017821696,2308,10869,https://twitter.com/dog_rates/status/828011680017821696/photo/1
827933404142436356,5611,21127,https://twitter.com/dog_rates/status/827933404142436356/photo/1
827653905312006145,3227,16183,https://twitter.com/dog_rates/status/827653905312006145/photo/1
827600520311402496,1020,7774,https://twitter.com/dog_rates/status/827600520311402496/photo/1
827324948884643840,3291,16669,https://twitter.com/dog_rates/status/827324948884643840/photo/1
827199976799354881,2408,11101,https://twitter.com/dog_rates/status/827199976799354881/photo/1
826958653328592898,5385,22672,https://twitter.com/dog_rates/status/826958653328592898/photo/1
826848821049180160,10991,38332,https://twitter.com/dog_rates/status/826848821049180160/photo/1
826615380357632002,4252,0,
826598799820865537,270,5374,
826598365270007810,2524,10590,https://twitter.com/dog_rates/status/826598365270007810/photo/1
826476773533745153,4520,19367,https://twitter.com/dog_rates/status/826476773533745153/photo/1
826240494070030336,2784,13953,https://twitter.com/dog_rates/status/826240494070030336/photo/1
826204788643753985,1002,5136,https://twitter.com/dog_rates/status/826204788643753985/photo/1
826115272272650244,3377,16462,https://twitter.com/dog_rates/status/826115272272650244/photo/1
825876512159186944,2016,11012,https://twitter.com/dog_rates/status/825876512159186944/photo/1
825829644528148480,2679,13396,https://twitter.com/dog_rates/status/825829644528148480/photo/1
825535076884762624,18508,54796,https://twitter.com/dog_rates/status/825535076884762624/photo/1
825147591692263424,4926,19258,https://twitter.com/dog_rates/status/825147591692263424/photo/1
825120256414846976,1373,0,
825026590719483904,1373,6685,https://twitter.com/dog_rates/status/825026590719483904/photo/1
824796380199809024,5920,0,https://twitter.com/dog_rates/status/795076730285391872/photo/1
824775126675836928,3791,15756,https://twitter.com/dog_rates/status/824775126675836928/photo/1
824663926340194305,1869,10610,https://twitter.com/dog_rates/status/824663926340194305/photo/1
824325613288833024,11203,12421,https://twitter.com/dog_rates/status/824325613288833024/photo/1
824297048279236611,4171,15866,https://twitter.com/dog_rates/status/824297048279236611/photo/1
824025158776213504,634,5024,
823939628516474880,2916,11208,https://twitter.com/dog_rates/status/823939628516474880/photo/1
823719002937630720,12090,0,
823699002998870016,2603,13266,https://twitter.com/dog_rates/status/823699002998870016/photo/1
823581115634085888,2853,13738,https://twitter.com/dog_rates/status/823581115634085888/photo/1
823322678127919110,4333,16584,https://twitter.com/dog_rates/status/823322678127919110/photo/1
823269594223824897,10619,0,https://twitter.com/dog_rates/status/822244816520155136/photo/1
822975315408461824,3713,18221,https://twitter.com/dog_rates/status/822975315408461824/photo/1
822872901745569793,47308,139482,https://twitter.com/dog_rates/status/822872901745569793/photo/1
822859134160621569,2467,13948,https://twitter.com/dog_rates/status/822859134160621569/photo/1
822647212903690241,6908,0,https://twitter.com/dog_rates/status/822489057087389700/photo/1
822610361945911296,3201,15581,https://twitter.com/dog_rates/status/822610361945911296/photo/1
822489057087389700,6908,19154,https://twitter.com/dog_rates/status/822489057087389700/photo/1
822462944365645825,15807,30013,https://twitter.com/dog_rates/status/822462944365645825/photo/1
